Adduct,m/z,CCS(Å2),Charge,Instrument,Type,Approach,Calibrant,DOI,Update date,ID
[M+H]+,309.1122,165.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001390
[M+H]+,465.1059,195.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001391
[M+H]+,337.0707,182.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001392
[M+H]+,207.1380,144.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001393
[M+H]+,207.1380,146.3,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b02711,2021-02-24,AllCCS00001393
[M+Na]+,229.1200,159.0,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b02711,2021-02-24,AllCCS00001393
[M+Na]+,289.1200,153.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001394
[M+Na]+,289.1200,153.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001395
[M+H]+,823.4124,280.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001396
[M+H]+,282.1125,166.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001397
[M+H]+,282.1125,166.4,1,Waters Vion IMS QTOF,TWIMS,Empirical method,MajorMix,https://doi.org/10.1021/acs.analchem.7b00741,2021-02-25,AllCCS00001397
[M+H]+,445.1606,195.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001398
[M+H]+,445.1606,197.4,1,Waters Vion IMS QTOF,TWIMS,Empirical method,MajorMix,https://doi.org/10.1021/acs.analchem.7b00741,2021-02-25,AllCCS00001398
[M-H]-,443.1460,199.2,1,Modified Waters Synapt G2-Si HDMS,TWIMS,Empirical method,NA,https://doi.org/10.1021/acs.est.0c05713,2021-02-25,AllCCS00001398
[M+H]+,372.2322,197.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001399
[M+H]+,445.1606,193.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001400
[M+H]+,445.1606,197.3,1,Waters Vion IMS QTOF,TWIMS,Empirical method,MajorMix,https://doi.org/10.1021/acs.analchem.7b00741,2021-02-25,AllCCS00001400
[M-H]-,443.1460,199.2,1,Modified Waters Synapt G2-Si HDMS,TWIMS,Empirical method,NA,https://doi.org/10.1021/acs.est.0c05713,2021-02-25,AllCCS00001400
[M+H]+,217.0496,139.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001401
[M+H]+,311.1642,181.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001402
[M+H]+,227.1027,142.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001403
[M+H]+,544.1814,227.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001404
[M+Na]+,826.4713,267.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001405
[M+Na]+,936.5444,311.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001406
[M+H]+,272.0918,168.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001407
[M+H]+,319.0449,166.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001408
[M+H]+,325.1071,177.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001409
[M+H]+,743.2393,259.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001410
[M+H]+,421.1646,205.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001411
[M+H]+,405.1697,201.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001412
[M+H]+,271.0601,154.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001413
[M-H]-,269.0455,156.5,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001413
[M+H]+,195.0652,128.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001414
[M-H]-,193.0506,140.8,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04322,2019-08-12,AllCCS00001414
[M-H]-,193.0506,139.8,1,Agilent 6560 DTIM-QTOF,DTIMS,Single-field,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1021/acs.analchem.8b04322,2019-08-12,AllCCS00001414
[M+H]+,285.0758,160.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001415
[M+H]+,285.0758,167.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001415
[M-H]-,283.0612,172.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001415
[M+H]+,307.0813,165.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001416
[M+H]+,291.0863,161.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001417
[M+H]+,459.0922,206.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001418
[M+H]+,443.0973,202.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001419
[M+H]+,271.0601,153.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001420
[M-3H]-,267.0298,158.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001420
[M+H]+,523.1446,227.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001421
[M+Na]+,633.1791,227.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001422
[M-H]-,609.1825,229.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001422
[M+H]+,565.1552,229.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001423
[M-H]-,563.1406,222.9,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001423
[M+H]+,438.2388,203.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001424
[M+H]+,343.1176,175.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001425
[M+H]+,359.1126,180.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001426
[M+H]+,217.0496,139.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001427
[M+H]+,247.0601,146.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001428
[M+H]+,217.0496,139.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001429
[M+H]+,247.0601,146.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001430
[M+H]+,285.1122,162.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001431
[M+H]+,301.0707,162.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001432
[M+H]+,255.0652,151.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001433
[M+H]+,255.0652,154.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/C8AN00902C,2021-02-25,AllCCS00001433
[M-H]-,253.0506,155.7,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001433
[M-H]-,253.0506,157.6,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/C8AN00902C,2021-02-25,AllCCS00001433
[M+H]+,565.1341,219.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001434
[M+H]+,207.0652,138.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001435
[M+H]+,255.0652,152.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001436
[M+H]+,255.0652,152.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001437
[M+H]+,255.0652,153.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001438
[M-H]-,253.0506,156.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001438
[M+H]+,473.0715,204.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001439
[M+H]+,413.0190,186.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001440
[M+H]+,609.1814,242.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001441
[M-H]-,607.1668,232.7,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001441
[M+H]+,191.0703,134.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001442
[M+H]+,283.0965,160.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001443
[M+H]+,283.0965,160.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001444
[M+H]+,273.0758,160.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001445
[M+H]+,273.0758,168.0,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001445
[M+H]+,273.0758,163.8,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/C8AN00902C,2021-02-25,AllCCS00001445
[M-H]-,271.0612,167.3,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001445
[M-H]-,271.0612,162.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001445
[M-H]-,271.0612,164.3,-1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/C8AN00902C,2021-02-25,AllCCS00001445
[M+Na]+,471.0899,205.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001446
[M-H]-,447.0933,195.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001446
[M+H]+,275.0914,160.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001447
[M+H]+,303.0500,163.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001448
[M+H]+,255.0652,152.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001449
[M+H]+,283.0965,162.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001450
[M+H]+,395.1489,193.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001451
[M+H]+,395.1489,199.6,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001451
[M+Na]+,417.1309,213.2,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001451
[M-H]-,393.1343,202.5,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001451
[M+H]+,586.2283,233.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001452
[M+H]+,231.1016,149.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001453
[M+H]+,257.0809,158.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001454
[M+H]+,257.0809,165.0,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001454
[M+Na]+,279.0629,187.4,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001454
[M-H]-,255.0663,164.2,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001454
[M-H]-,255.0663,158.9,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001454
[M+H]+,239.0703,148.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001455
[M-H]-,237.0557,153.3,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001455
[M+H]+,361.0918,181.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001456
[M+H]+,225.0910,150.8,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001457
[M+H]+,179.0339,129.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001458
[M+H]+,389.1231,186.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001459
[M+H]+,239.0703,146.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001460
[M-H]-,237.0557,151.8,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001460
[M+H]+,395.1489,194.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001461
[M+H]+,255.0652,152.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001462
[M-H2O+H]+,191.0703,137.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001463
[M+H]+,869.1560,268.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001464
[M+H]+,239.0703,147.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001465
[M-H]-,237.0557,155.6,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001465
[M+H]+,481.0977,199.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001466
[M+H]+,241.0859,153.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001467
[M-H]-,239.0713,158.1,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001467
[M+H]+,318.1336,176.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001468
[M+H]+,331.1176,177.5,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001469
[M+H]+,241.0859,153.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001470
[M+H]+,271.0965,162.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001471
[M+H]+,255.0652,152.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001472
[M+H]+,193.0496,133.6,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001473
[M+H]+,271.0965,162.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001474
[M+H]+,331.1176,177.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001475
[M+H]+,287.0550,160.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001476
[M-H]-,285.0404,161.9,-1,Bruker timsTOF Pro,TIMS,Empirical method,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.3390/metabo10010013,2021-02-25,AllCCS00001476
[M+H]+,259.0965,157.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001477
[M+H]+,403.1388,191.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001479
[M+H]+,373.1282,182.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001480
[M+H]+,373.1282,187.9,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001480
[M+Na]+,395.1102,208.1,1,Agilent 6560 DTIM-QTOF,DTIMS,Multiple-fields,ESI Low Concentration Tuning Mix (Agilent),https://doi.org/10.1039/c7sc03464d,2019-08-12,AllCCS00001480
[M+H]+,299.0914,164.1,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001481
[M+H]+,373.1282,181.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001482
[M+H]+,373.1282,186.4,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001483
[M+H]+,359.1126,182.0,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001484
[M+H]+,403.1388,191.2,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001485
[M+H]+,303.0500,162.7,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001486
[M+H]+,243.1016,157.3,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001487
[M+H]+,579.1709,231.9,1,Waters Synapt G2-Si HDMS,TWIMS,Empirical method,PolyAla and drug-like mix,https://doi.org/10.1021/acs.analchem.7b01709,2019-08-12,AllCCS00001488
